age,gender,field,lfs,contract,js,educ,peduc,wage,hours,empstat_edt,couple,child,lit,num,ps
53,Female,Services,Out of the labour force,NA,NA,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,3,-0.865993202,-0.778863668,-1.657134533
21,Male,"Social sciences, business and law",Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,0,NA,1.931413889,1.279942632,0.913658619
23,Male,General programmes,Employed,A fixed term contract,Satisfied,12,At least one parent has attained tertiary,855,24,3,0,NA,1.896650434,1.747364044,NA
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Female,"Humanities, languages and arts",Out of the labour force,NA,NA,16,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,3,0.758782506,0.481635779,0.318793893
59,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,900,40,1,1,3,-0.408072412,-0.330774575,NA
45,Female,"Science, mathematics and computing",Unemployed,NA,NA,13,At least one parent has attained tertiary,NA,0,3,1,2,0.29987216,0.318056434,0.010271766
41,Male,"Science, mathematics and computing",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,50,1,1,1,0.584904075,1.150101304,0.754768372
18,Male,NA,Out of the labour force,NA,NA,9,At least one parent has attained tertiary,NA,0,3,0,NA,0.659118176,0.052273795,0.113424107
32,Female,"Humanities, languages and arts",Employed,NA,Neither satisfied nor dissatisfied,16,Neither parent has attained upper secondary,NA,54,1,1,NA,1.48111546,1.133472443,0.809630275
39,Male,NA,Employed,An indefinite contract,Extremely satisfied,9,Neither parent has attained upper secondary,915.22158,48,1,1,NA,-0.555815995,-0.781436801,NA
61,Male,NA,Out of the labour force,NA,NA,9,NA,NA,0,3,1,NA,-1.325254202,-0.566539168,NA
44,Female,General programmes,Employed,A temporary employment agency contract,Extremely dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",750,44,1,1,1,-0.54327774,-0.011306521,-1.012331486
20,Female,Teacher training and education science,Out of the labour force,NA,NA,12,At least one parent has attained tertiary,NA,0,3,0,NA,-0.099354863,0.004075557,-0.317699134
39,Female,General programmes,Employed,An indefinite contract,Dissatisfied,14,Neither parent has attained upper secondary,1712.36599,45,1,1,2,1.437323689,0.764917672,NA
48,Female,"Science, mathematics and computing",Out of the labour force,NA,NA,16,At least one parent has attained tertiary,NA,0,2,1,NA,-0.753955662,-0.718709409,0.031840313
65,Female,Services,Out of the labour force,NA,NA,12,Neither parent has attained upper secondary,NA,0,3,1,2,-0.495283097,-0.838032782,NA
29,Female,General programmes,Employed,A fixed term contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",578.0346821,40,2,0,NA,-0.268536001,-0.109598964,-0.222660378
61,Male,"Social sciences, business and law",Unemployed,NA,NA,16,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,NA,1.005748868,0.943782151,NA
26,Female,"Humanities, languages and arts",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,1271.676301,40,1,0,NA,0.066738643,-0.625507176,0.2393208
53,Female,NA,Employed,NA,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,8,3,1,NA,0.278427899,0.024378203,-0.278713971
30,Male,"Social sciences, business and law",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,At least one parent has attained tertiary,1156.069364,50,1,1,NA,-0.333962232,-0.500997722,-0.865569353
34,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,NA,1261.166579,55,1,NA,NA,0.745499313,0.596611619,0.275894672
33,Male,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,2115.384615,60,1,1,2,0.640903175,0.321314335,NA
36,Female,General programmes,Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,2,0.63415724,-0.269011438,NA
36,Female,General programmes,Employed,A fixed term contract,Dissatisfied,12,At least one parent has attained tertiary,1974.488662,40,1,1,NA,0.260673732,0.140776604,1.337067008
51,Female,Health and welfare,Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",2160.851978,41,1,0,NA,0.02300469,-0.17546913,-0.730220914
47,Female,General programmes,Out of the labour force,NA,NA,12,Neither parent has attained upper secondary,NA,0,3,1,2,-0.551379383,-0.231531486,NA
54,Male,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,2167.832168,55,1,1,2,-0.103489034,0.891131461,-1.124277472
43,Female,General programmes,Employed,An indefinite contract,Satisfied,14,At least one parent has attained tertiary,1650,32,2,0,NA,-0.734648049,-0.612317264,-0.86710763
45,Female,General programmes,Employed,A fixed term contract,Dissatisfied,12,Neither parent has attained upper secondary,1000,12,2,1,2,-0.305451185,0.007753105,-0.131004825
48,Male,General programmes,Employed,NA,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,72,1,1,2,-1.353384376,-0.763050556,-0.801763117
20,Female,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1000,50,1,0,NA,-1.341498852,-1.655303478,-1.406062603
18,Male,General programmes,Unemployed,NA,NA,12,At least one parent has attained tertiary,NA,0,3,0,NA,0.725792885,1.135972857,1.477197289
52,Female,General programmes,Employed,An indefinite contract,Satisfied,12,Neither parent has attained upper secondary,963.3911368,48,1,1,2,1.217659354,1.474968672,0.738387883
36,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1923.076923,40,1,0,NA,-0.091222249,-0.462352782,NA
33,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,18,"At least one parent has attained secondary and post-secondary, non-tertiary",3795.546559,38,1,NA,NA,1.419876933,1.132691503,1.031418324
55,Male,NA,Employed,Other,Dissatisfied,9,Neither parent has attained upper secondary,2003.205128,48,1,1,1,-1.179754853,-0.800742626,-1.386505127
54,Female,"Humanities, languages and arts",Out of the labour force,NA,NA,16,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,NA,1.002822876,1.874411106,-0.625501573
53,Male,General programmes,Employed,NA,Dissatisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,10,1,0,NA,-1.319732904,-0.612092316,NA
55,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1425.818882,60,1,1,2,-0.648209095,0.106201582,NA
57,Male,Health and welfare,Employed,NA,Neither satisfied nor dissatisfied,16,At least one parent has attained tertiary,NA,56,1,1,1,-0.018378966,-0.021202954,-1.319180131
63,Female,"Engineering, manufacturing and construction",Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,1,-1.093061209,-0.632703245,-2.189786911
16,Female,NA,Out of the labour force,NA,NA,9,At least one parent has attained tertiary,NA,0,3,0,NA,-0.008087096,-0.213148281,NA
42,Female,General programmes,Out of the labour force,NA,NA,9,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,0,1,-1.741018295,-1.677806258,NA
47,Female,Teacher training and education science,Employed,An indefinite contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",1265.191937,30,2,1,3,0.106399588,-0.034393653,-0.316032439
40,Female,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,13,"At least one parent has attained secondary and post-secondary, non-tertiary",616.5703276,30,2,1,3,1.007189155,-0.094849378,NA
42,Female,NA,Out of the labour force,NA,NA,9,NA,NA,0,3,0,2,-2.579214573,-2.428102016,NA
43,Female,"Social sciences, business and law",Employed,An indefinite contract,Dissatisfied,12,NA,4161.849711,15,1,1,NA,0.287908703,0.21833767,0.705602705
44,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Dissatisfied,14,At least one parent has attained tertiary,850,50,1,1,NA,-0.302044302,-0.185491309,NA
55,Male,"Engineering, manufacturing and construction",Out of the labour force,NA,NA,12,NA,NA,0,3,0,NA,-1.964126825,-1.676610231,NA
20,Female,General programmes,Out of the labour force,NA,NA,12,At least one parent has attained tertiary,NA,0,3,0,NA,-0.607740402,-0.582166672,-0.002926423
50,Male,"Engineering, manufacturing and construction",Out of the labour force,NA,NA,12,Neither parent has attained upper secondary,NA,0,3,NA,NA,0.732079625,0.907034636,NA
20,Male,General programmes,Employed,A fixed term contract,Satisfied,12,At least one parent has attained tertiary,900,11,2,0,NA,0.698597312,0.263084829,0.158859953
62,Female,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,693.6416185,50,2,1,4,-0.7050125,-0.616210699,NA
33,Female,General programmes,Employed,A fixed term contract,Satisfied,14,At least one parent has attained tertiary,1156.069364,40,1,1,NA,0.577898443,-0.181030527,0.213535368
63,Female,General programmes,Out of the labour force,NA,NA,14,Neither parent has attained upper secondary,NA,0,3,NA,1,-1.245426178,-0.904857397,NA
51,Male,General programmes,Employed,NA,Satisfied,12,Neither parent has attained upper secondary,NA,40,1,1,3,0.129238948,1.086040735,NA
58,Male,General programmes,Employed,NA,Satisfied,12,Neither parent has attained upper secondary,NA,42,1,0,NA,-2.050357103,-1.935327411,NA
39,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",2377.622378,55,1,1,2,0.787833989,1.192339778,0.775684416
33,Female,"Social sciences, business and law",Out of the labour force,NA,NA,10,Neither parent has attained upper secondary,NA,0,3,1,2,0.383702785,0.228681773,NA
46,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,751.4450867,40,2,NA,NA,-2.197262526,-2.148316145,NA
32,Male,"Science, mathematics and computing",Employed,An indefinite contract,Dissatisfied,12,At least one parent has attained tertiary,1401.098901,70,1,1,2,-1.536930919,-1.403590202,-0.184558034
64,Male,"Engineering, manufacturing and construction",Out of the labour force,NA,NA,10,Neither parent has attained upper secondary,NA,0,3,1,3,-1.092836618,-0.356284112,NA
34,Female,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,14,At least one parent has attained tertiary,1095.223608,38,1,NA,NA,1.218938708,1.175189734,1.305745363
39,Male,General programmes,Employed,An indefinite contract,Satisfied,14,At least one parent has attained tertiary,1681.10827,40,1,NA,NA,0.738835573,1.224597692,0.346193135
18,Female,NA,Out of the labour force,NA,NA,9,At least one parent has attained tertiary,NA,0,3,0,NA,-0.297896713,-0.152263075,0.046627391
56,Male,General programmes,Employed,An indefinite contract,Satisfied,12,Neither parent has attained upper secondary,1156.069364,50,1,1,2,-1.320245624,-0.928621709,NA
63,Female,NA,Out of the labour force,NA,NA,9,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,0,2,-1.13437736,-1.457169533,NA
36,Female,"Humanities, languages and arts",Out of the labour force,NA,NA,16,At least one parent has attained tertiary,NA,0,3,1,2,-0.194055483,-0.021351419,-0.007230164
20,Female,General programmes,Out of the labour force,NA,NA,12,At least one parent has attained tertiary,NA,0,3,0,NA,-0.028350761,-0.059565358,1.116089225
34,Female,General programmes,Employed,A fixed term contract,Neither satisfied nor dissatisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",850,20,2,1,1,0.047002856,0.60468483,0.201026648
21,Male,General programmes,Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,0,NA,0.634829283,0.347351074,NA
16,Female,NA,Out of the labour force,NA,NA,9,At least one parent has attained tertiary,NA,0,3,0,NA,0.817253351,0.03350731,NA
53,Male,"Social sciences, business and law",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,NA,NA,50,1,1,2,0.622187078,2.148197889,NA
37,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",3945.931525,50,1,1,1,0.177928209,0.221871302,0.276535809
25,Male,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,1644.18754,45,1,0,NA,0.389274776,0.652680039,-0.206905916
38,Female,Health and welfare,Out of the labour force,NA,NA,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,1,0.214303762,0.133621484,-0.683622837
39,Male,General programmes,Employed,An indefinite contract,Satisfied,12,Neither parent has attained upper secondary,2134.615385,50,1,NA,NA,0.318077117,1.030718446,0.557657957
55,Male,"Social sciences, business and law",Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",982.6589595,40,1,1,1,0.058353826,-0.328346103,NA
43,Female,"Social sciences, business and law",Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,5,0.628042281,0.55576849,-0.227644533
47,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Extremely satisfied,16,At least one parent has attained tertiary,3205.128205,45,1,1,NA,0.925698817,1.339136481,0.885180235
62,Female,Services,Out of the labour force,NA,NA,14,Neither parent has attained upper secondary,NA,0,3,1,2,-0.412023932,-0.412985772,-0.693316281
41,Female,General programmes,Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,3,-0.26699093,0.011926044,-0.701375484
65,Female,General programmes,Employed,A temporary employment agency contract,Extremely satisfied,10,Neither parent has attained upper secondary,5780.346821,5,2,1,NA,-0.547252715,0.183908075,-0.911934793
33,Female,"Social sciences, business and law",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,At least one parent has attained tertiary,883.1600832,37,2,1,3,1.070592761,1.502359033,1.960177541
46,Male,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",4273.504274,45,1,1,2,1.406644106,1.698354602,0.345413804
39,Female,General programmes,Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",882.0512821,30,1,1,3,-0.171377838,-0.174518496,NA
24,Female,Health and welfare,Employed,An indefinite contract,Neither satisfied nor dissatisfied,13,At least one parent has attained tertiary,NA,44,1,0,NA,-1.340911031,-0.997962654,-1.174453974
63,Female,NA,Out of the labour force,NA,NA,9,NA,NA,0,3,NA,NA,-0.513442814,-0.09399797,NA
33,Female,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,At least one parent has attained tertiary,858.7943848,35,1,1,2,1.177847505,0.643596411,0.634237945
39,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1387.283237,50,1,1,2,-0.150737956,0.075783595,NA
57,Male,"Social sciences, business and law",Employed,NA,Neither satisfied nor dissatisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,50,3,1,2,-0.280816197,0.421754241,-0.306157023
42,Female,Health and welfare,Out of the labour force,NA,NA,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,2,-0.40478453,-0.691623569,-1.065394282
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Female,Teacher training and education science,Employed,A fixed term contract,Satisfied,16,Neither parent has attained upper secondary,1252.045827,47,1,1,1,-0.049677715,0.092382185,-1.35217452
21,Male,General programmes,Employed,An indefinite contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",20965.03497,55,1,0,NA,-0.35592097,-0.575389504,-0.345570356
59,Female,NA,Employed,An indefinite contract,Satisfied,9,Neither parent has attained upper secondary,681.2154608,28,2,1,1,-1.881679654,-1.817878842,NA
24,Female,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",578.0346821,24,1,0,NA,-0.175145864,-0.740060389,-1.127383947
40,Female,"Humanities, languages and arts",Out of the labour force,NA,NA,16,At least one parent has attained tertiary,NA,0,3,1,2,0.068523362,-1.081061244,-0.85538429
29,Female,NA,Employed,NA,Extremely satisfied,9,At least one parent has attained tertiary,NA,8,1,1,2,-1.438896298,-1.621695042,NA
51,Male,"Humanities, languages and arts",Employed,An indefinite contract,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",3468.208092,40,1,1,2,-0.105790734,0.709866524,-0.284827888
45,Male,"Humanities, languages and arts",Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",2312.138728,40,1,1,2,0.538581073,0.775666237,-0.248118833
29,Female,Services,Employed,An indefinite contract,Extremely satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",908.7557433,60,1,0,NA,0.084865674,-0.791712701,-0.584213912
30,Female,"Social sciences, business and law",Employed,NA,Satisfied,14,At least one parent has attained tertiary,NA,2,2,1,NA,1.176858783,1.12311697,1.764102459
33,Male,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,947.9166667,48,1,1,2,1.170608997,0.933630407,0.036306415
49,Female,"Humanities, languages and arts",Employed,An indefinite contract,Satisfied,21,At least one parent has attained tertiary,2543.386255,40,1,NA,NA,1.60478127,1.369190812,1.523888946
19,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1000,6,3,0,NA,1.632834792,1.635614276,0.31818521
51,Female,Health and welfare,Employed,An indefinite contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",1875,32,2,1,4,-1.17278862,-1.158747673,NA
40,Male,General programmes,Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,2235.067437,60,1,1,1,0.00178834,-0.209574521,0.115884468
34,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,1635.737477,53,1,0,NA,-0.379826963,-0.262619853,-0.214971945
42,Male,NA,Employed,An indefinite contract,Extremely satisfied,9,At least one parent has attained tertiary,1541.055284,60,1,1,1,-0.751409292,-1.626923442,NA
31,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",2447.552448,55,1,1,1,0.806960642,1.048015475,NA
38,Male,General programmes,Employed,An indefinite contract,Satisfied,14,At least one parent has attained tertiary,2692.307692,50,1,0,2,0.805870533,0.679964364,0.034059018
31,Female,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,1769.230769,50,1,0,NA,0.89123702,0.581329584,1.151679158
58,Male,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,16,NA,2549.281162,39,1,1,2,0.516386867,0.774109602,0.651765525
22,Male,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,10,"At least one parent has attained secondary and post-secondary, non-tertiary",770.7129094,48,1,0,NA,-1.353519678,-1.192828417,-1.185095549
38,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,At least one parent has attained tertiary,5384.615385,55,1,1,2,2.141656876,2.137050152,NA
25,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,18,At least one parent has attained tertiary,2136.752137,45,1,0,NA,0.907752752,0.394329786,0.529132724
49,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",1602.564103,60,3,NA,NA,-0.783230901,-0.595901966,NA
48,Female,"Social sciences, business and law",Employed,A fixed term contract,Satisfied,12,At least one parent has attained tertiary,680.6728917,30,2,1,2,0.192801699,0.373092413,-1.058667541
53,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",3365.384615,40,1,1,1,1.114754796,1.934426665,1.203896523
26,Male,"Social sciences, business and law",Employed,A fixed term contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",924.8554913,50,1,0,NA,0.961971283,0.62867111,NA
35,Female,Health and welfare,Employed,An indefinite contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",1098.265896,40,1,0,NA,0.083309703,-0.947989643,-0.467508435
51,Female,"Humanities, languages and arts",Out of the labour force,NA,NA,14,At least one parent has attained tertiary,NA,0,3,1,1,1.541895509,1.142430425,0.532529473
46,Female,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,1639.229839,43,1,1,2,0.377934694,1.091184855,0.995240927
37,Female,"Social sciences, business and law",Employed,A fixed term contract,Satisfied,12,NA,901.5384615,25,2,0,2,-0.090477355,-0.051992107,NA
49,Female,Teacher training and education science,Employed,An indefinite contract,Satisfied,16,Neither parent has attained upper secondary,1605.528383,60,1,1,1,0.943761349,0.547030985,NA
41,Female,General programmes,Employed,An indefinite contract,Satisfied,14,At least one parent has attained tertiary,934.4708759,40,1,1,3,0.478058189,0.466993004,-0.466059238
33,Female,Teacher training and education science,Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,At least one parent has attained tertiary,1438.664098,45,1,0,NA,1.72692132,1.1704638,1.657258034
43,Female,General programmes,Employed,No contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",462.4277457,30,3,1,3,-0.509585977,-0.749422073,NA
63,Male,Health and welfare,Out of the labour force,NA,NA,16,At least one parent has attained tertiary,NA,0,3,1,2,-0.847361743,0.417968363,0.624544501
46,Male,General programmes,Employed,NA,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,NA,42,1,1,NA,-0.526383281,-1.070481896,-1.395704627
63,Male,NA,Employed,An indefinite contract,Satisfied,9,Neither parent has attained upper secondary,1274.038462,48,2,0,1,-3.885935307,-3.671438932,NA
52,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",3795.546559,38,1,0,2,-0.467607409,-0.028740603,-1.112467647
48,Female,"Humanities, languages and arts",Out of the labour force,NA,NA,14,At least one parent has attained tertiary,NA,0,3,1,1,1.738965154,1.166871905,1.021968126
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Male,General programmes,Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",2388.283682,40,1,0,NA,0.140722305,0.914844215,0.299327731
60,Female,Health and welfare,Out of the labour force,NA,NA,14,At least one parent has attained tertiary,NA,0,3,1,2,-0.134960383,0.407173574,-0.820829034
51,Female,Teacher training and education science,Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",900,23,2,1,2,-0.190102294,-0.672685862,NA
58,Female,NA,Employed,A temporary employment agency contract,Neither satisfied nor dissatisfied,9,Neither parent has attained upper secondary,900,42,3,1,3,-1.536217809,-1.416575313,NA
35,Male,"Social sciences, business and law",Employed,A fixed term contract,Extremely dissatisfied,16,At least one parent has attained tertiary,922.1153846,48,2,0,NA,-0.474512517,-1.613478303,-1.650888443
57,Male,"Humanities, languages and arts",Employed,An indefinite contract,Extremely satisfied,16,Neither parent has attained upper secondary,7211.538462,40,1,1,2,2.0616889,1.672057986,-0.282026947
24,Female,General programmes,Employed,An indefinite contract,Dissatisfied,14,At least one parent has attained tertiary,714.6610615,55,1,0,NA,0.241371974,-0.083851576,0.913356543
39,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",2080.480213,40,1,0,NA,1.950764179,1.500192642,2.299011707
39,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,13,"At least one parent has attained secondary and post-secondary, non-tertiary",15625,8,1,1,2,-0.190618441,-0.298137933,-0.255502939
26,Male,General programmes,Employed,An indefinite contract,Extremely satisfied,12,Neither parent has attained upper secondary,1000,40,1,0,NA,-0.453714252,-0.464739591,NA
47,Female,"Humanities, languages and arts",Employed,An indefinite contract,Neither satisfied nor dissatisfied,13,"At least one parent has attained secondary and post-secondary, non-tertiary",2022.565585,40,1,0,NA,0.517924428,-0.299877852,-0.365587771
58,Female,NA,Employed,An indefinite contract,Satisfied,9,Neither parent has attained upper secondary,NA,44,1,1,NA,-1.558579564,-1.563822627,NA
60,Female,"Science, mathematics and computing",Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,626.2042389,48,1,NA,1,-0.833174467,-0.426541567,NA
58,Male,Teacher training and education science,Employed,An indefinite contract,Satisfied,12,Neither parent has attained upper secondary,1734.104046,40,1,NA,2,-1.408249021,-1.269083619,NA
56,Female,"Humanities, languages and arts",Employed,An indefinite contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",820,32,2,1,2,1.192958117,0.441833407,NA
57,Male,"Social sciences, business and law",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,At least one parent has attained tertiary,NA,50,1,1,3,-1.760592341,-0.643985868,-1.781654119
30,Female,Services,Employed,An indefinite contract,Extremely satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",830,20,2,1,2,0.085846849,-0.34230715,NA
41,Female,General programmes,Employed,An indefinite contract,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",1363.568994,39,1,NA,NA,-0.125013739,0.16458182,-1.381294847
40,Male,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,3846.153846,35,1,NA,NA,1.198359251,1.394891977,0.448830456
63,Male,"Engineering, manufacturing and construction",Employed,A fixed term contract,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",3232.786,28,2,1,2,0.124486402,0.63955301,-0.100375682
32,Female,General programmes,Employed,An indefinite contract,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",1445.086705,40,1,1,NA,1.067870378,1.242924809,0.998498738
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Female,NA,Employed,An indefinite contract,Satisfied,9,Neither parent has attained upper secondary,900,20,2,1,2,-1.223500967,-1.443103671,NA
55,Female,"Humanities, languages and arts",Employed,A fixed term contract,Satisfied,16,Neither parent has attained upper secondary,3000,16,2,0,2,1.376742125,1.636231661,NA
30,Female,Teacher training and education science,Employed,An indefinite contract,Extremely satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",1932.692308,40,1,NA,NA,1.781586409,1.300091505,1.079056263
42,Female,"Humanities, languages and arts",Employed,NA,Satisfied,16,NA,NA,24,1,0,2,0.729848266,0.26755169,NA
18,Male,NA,Out of the labour force,NA,NA,9,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,0,NA,-1.517615676,-1.772205949,NA
54,Male,General programmes,Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",3525.641026,48,1,1,2,-0.076857366,0.155527711,-1.437619567
29,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",1122.304357,40,1,1,2,1.345659614,0.903566957,0.69771266
41,Female,Services,Employed,NA,Extremely satisfied,12,Neither parent has attained upper secondary,NA,35,2,1,1,-2.110997677,-2.514978409,-0.77269721
24,Female,"Humanities, languages and arts",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,NA,45,1,0,NA,-0.065946296,-0.126269504,0.728876412
58,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,16,NA,4567.307692,40,1,1,3,0.677526712,1.118055582,0.179240614
